clipboard,clipboard,Merriam-Webster,automatic
apple,apple,www.merriam-webster.com,automatic
nice,nice,www.merriam-webster.com,automatic
English,English,www.merriam-webster.com,automatic
english,English,www.merriam-webster.com,automatic
backslash,backslash,www.merriam-webster.com,automatic
run away,run away,www.merriam-webster.com,automatic
knife,knife,en.wiktionary.org,automatic
thursday,Thursday,en.wikipedia.org,automatic
self-reporting,self-reporting,en.wiktionary.org,automatic
cross-sectional,cross-sectional,www.merriam-webster.com,automatic
follow-up,follow-up,www.merriam-webster.com,automatic
post-test,posttest,www.merriam-webster.com,automatic
Likert,Likert,personal,manual (social science)
cutoff,cutoff,www.merriam-webster.com,automatic
breakdown,breakdown,www.merriam-webster.com,automatic
subsample,subsample,www.merriam-webster.com,automatic
posttest,posttest,www.merriam-webster.com,automatic
everydayness,everydayness,www.merriam-webster.com,automatic
ethicist,ethicist,www.merriam-webster.com,automatic
bioethicists,bioethicists,www.merriam-webster.com,automatic
specimens,specimens,www.merriam-webster.com,automatic
non-negative,nonnegative,www.merriam-webster.com,automatic
nonnegative,nonnegative,www.merriam-webster.com,automatic
non-intuitive,nonintuitive,www.merriam-webster.com,automatic
nonintuitive,nonintuitive,www.merriam-webster.com,automatic
inferential,inferential,www.merriam-webster.com,automatic
strong-arm,strong-arm,www.merriam-webster.com,automatic
soundstages,soundstages,www.merriam-webster.com,automatic
anti-nazi,anti-Nazi,www.merriam-webster.com,automatic
anti-Nazi,anti-Nazi,www.merriam-webster.com,automatic
emigre,emigre,www.merriam-webster.com,automatic
prurient,prurient,www.merriam-webster.com,automatic
Bible,bible,www.merriam-webster.com,automatic
bible,bible,www.merriam-webster.com,automatic
mind-boggling,mind-boggling,www.merriam-webster.com,automatic
post-christian,post-Christian,www.merriam-webster.com,automatic
post-Christian,post-Christian,www.merriam-webster.com,automatic
pre-Christian,pre-Christian,www.merriam-webster.com,automatic
multi-tasker,multitasker,www.merriam-webster.com,automatic
multitasker,multitasker,www.merriam-webster.com,automatic
newsflash,news flash,www.merriam-webster.com,automatic
news flash,news flash,www.merriam-webster.com,automatic
narrator,narrator,www.merriam-webster.com,automatic
lunchtime,lunchtime,www.merriam-webster.com,automatic
btw,by the way,personal,manual
ss,[SPEAKING SPANISH],personal,manual
mp,[MUSIC PLAYING],personal,manual
Achilles,Achilles,www.merriam-webster.com,automatic
tortious,tortious,www.merriam-webster.com,automatic
non-consensual,nonconsensual,www.merriam-webster.com,automatic
nonconsensual,nonconsensual,www.merriam-webster.com,automatic
yada yada,yada yada,www.merriam-webster.com,automatic
call-ups,call-ups,www.merriam-webster.com,automatic
call-up,call-up,www.merriam-webster.com,automatic
dc.c,dallascowboys.com,personal,manual
brisket,brisket,www.merriam-webster.com,automatic
breakup,breakup,www.merriam-webster.com,automatic
uh-oh,uh-oh,www.merriam-webster.com,automatic
doggone,doggone,www.merriam-webster.com,automatic
beat-down,beatdown,www.merriam-webster.com,automatic
beatdown,beatdown,www.merriam-webster.com,automatic
post-game,postgame,www.merriam-webster.com,automatic
postgame,postgame,www.merriam-webster.com,automatic
non-material,nonmaterial,www.merriam-webster.com,automatic
nonmaterial,nonmaterial,www.merriam-webster.com,automatic
arcsine,arcsine,www.merriam-webster.com,automatic
Maclaurin,Maclaurin,www.merriam-webster.com,automatic
kilogram,kilogram,www.merriam-webster.com,automatic
hyper-segregated,hyper-segregated,personal,manual
repass,repass,www.merriam-webster.com,automatic
glommed,glommed,www.merriam-webster.com,automatic
t-shirt,T-shirt,www.merriam-webster.com,automatic
T-shirt,T-shirt,www.merriam-webster.com,automatic
anti-racist,anti-racist,www.merriam-webster.com,automatic
hotspot,hotspot,www.merriam-webster.com,automatic
rhythmic,rhythmic,www.merriam-webster.com,automatic
commotion,commotion,www.merriam-webster.com,automatic
Narcan,Narcan,www.merriam-webster.com,automatic
self-care,self-care,www.merriam-webster.com,automatic
multi-sector,multi-sector,personal,manual
triennial,triennial,www.merriam-webster.com,automatic
semi-structured,semi-structured,personal,manual
non-food,nonfood,www.merriam-webster.com,automatic
nonfood,nonfood,www.merriam-webster.com,automatic
self-report,self-report,www.merriam-webster.com,automatic
choline,choline,www.merriam-webster.com,automatic
coenzymes,coenzymes,www.merriam-webster.com,automatic
coenzyme,coenzyme,www.merriam-webster.com,automatic
anoxia,anoxia,www.merriam-webster.com,automatic
pre-term,preterm,www.merriam-webster.com,automatic
preterm,preterm,www.merriam-webster.com,automatic
involution,involution,www.merriam-webster.com,automatic
pre-pregnancy,prepregnancy,personal,manual
prepregnancy,prepregnancy,personal,manual
post-pregnancy,post-pregnancy,personal,manual
post-birth,post-birth,personal,manual
non-twin,non-twin,personal,manual
extroverted,extraverted,personal,manual
bi-directional,bidirectional,www.merriam-webster.com,automatic
bidirectional,bidirectional,www.merriam-webster.com,automatic
co-construction,co-construction,personal,manual
basicity,basicity,www.merriam-webster.com,automatic
pH,pH,www.merriam-webster.com,automatic
rhododendrons,rhododendrons,www.merriam-webster.com,automatic
semi-arid,semiarid,www.merriam-webster.com,automatic
semiarid,semiarid,www.merriam-webster.com,automatic
cations,cations,www.merriam-webster.com,automatic
humus,humus,www.merriam-webster.com,automatic
acidification,acidification,www.merriam-webster.com,automatic
complexation,complexation,www.merriam-webster.com,automatic
x-rays,X-rays,personal,manual
X-rays,X-rays,www.merriam-webster.com,automatic
misfiles,misfiles,www.merriam-webster.com,automatic
pre-printed,preprint,www.merriam-webster.com,automatic
multi-specialty,multispecialty,personal,manual
non-routine,nonroutine,www.merriam-webster.com,automatic
nonroutine,nonroutine,www.merriam-webster.com,automatic
misfile,misfile,www.merriam-webster.com,automatic
dumbwaiters,dumbwaiters,www.merriam-webster.com,automatic
man-made,man-made,www.merriam-webster.com,automatic
self-sufficiency,self-sufficiency,www.merriam-webster.com,automatic
non-disabled,nondisabled,www.merriam-webster.com,automatic
nondisabled,nondisabled,www.merriam-webster.com,automatic
non-recurring,nonrecurring,www.merriam-webster.com,automatic
nonrecurring,nonrecurring,www.merriam-webster.com,automatic
imputed,imputed,www.merriam-webster.com,automatic
co-owner,co-owner,www.merriam-webster.com,automatic
quadruped,quadruped,www.merriam-webster.com,automatic
microwatts,microwatts,www.merriam-webster.com,automatic
cross-check,cross-check,www.merriam-webster.com,automatic
handwashing,handwashing,www.merriam-webster.com,automatic
workaround,work-around,www.merriam-webster.com,automatic
buy-in,buy-in,www.merriam-webster.com,automatic
biannually,biannually,personal,manual
pro-choice,pro-choice,www.merriam-webster.com,automatic
pro-life,pro-life,www.merriam-webster.com,automatic
ascites,ascites,www.merriam-webster.com,automatic
emesis,emesis,www.merriam-webster.com,automatic
pyrosis,pyrosis,www.merriam-webster.com,automatic
code-book,codebook,www.merriam-webster.com,automatic
codebook,codebook,www.merriam-webster.com,automatic
cheilitis,cheilitis,www.merriam-webster.com,automatic
cheilosis,cheilosis,www.merriam-webster.com,automatic
caries,caries,www.merriam-webster.com,automatic
leukoplakia,leukoplakia,www.merriam-webster.com,automatic
ptyalism,ptyalism,www.merriam-webster.com,automatic
sialoadenitis,sialadenitis,www.merriam-webster.com,automatic
sialolithiasis,sialolithiasis,www.merriam-webster.com,automatic
achalasia,achalasia,www.merriam-webster.com,automatic
dyspepsia,dyspepsia,www.merriam-webster.com,automatic
omphalocele,omphalocele,www.merriam-webster.com,automatic
navel,navel,www.merriam-webster.com,automatic
obstipation,obstipation,www.merriam-webster.com,automatic
ileus,ileus,www.merriam-webster.com,automatic
intessusception,intussusception,personal,manual
intussusception,intussusception,www.merriam-webster.com,automatic
volvulus,volvulus,www.merriam-webster.com,automatic
proctitis,proctitis,www.merriam-webster.com,automatic
melanocytes,melanocytes,www.merriam-webster.com,automatic
aphthous,aphthous,www.merriam-webster.com,automatic
Hertz,hertz,www.merriam-webster.com,automatic
prosody,prosody,www.merriam-webster.com,automatic
co-founder,cofounder,www.merriam-webster.com,automatic
co-founders,cofounders,personal,manual
showreel,showreel,personal,manual
toolset,tool set,personal,manual
post-production,postproduction,www.merriam-webster.com,automatic
postproduction,postproduction,www.merriam-webster.com,automatic
R&D,R&D,www.merriam-webster.com,automatic
pre-work,prework,www.merriam-webster.com,automatic
prework,prework,www.merriam-webster.com,automatic
workgroup,workgroup,www.merriam-webster.com,automatic
brie,Brie,www.merriam-webster.com,automatic
Brie,Brie,www.merriam-webster.com,automatic
econometric,econometric,www.merriam-webster.com,automatic
co-benefits,co-benefits,personal,manual
non-living,nonliving,www.merriam-webster.com,automatic
nonliving,nonliving,www.merriam-webster.com,automatic
non-equilibrium,nonequilibrium,www.merriam-webster.com,automatic
nonequilibrium,nonequilibrium,www.merriam-webster.com,automatic
oocyte,oocyte,www.merriam-webster.com,automatic
self-organized,self-organized,personal,manual
nonreciprocal,nonreciprocal,www.merriam-webster.com,automatic
cross-linked,cross-linked,www.merriam-webster.com,automatic
coverslips,coverslips,www.merriam-webster.com,automatic
auto-correlation,autocorrelation,www.merriam-webster.com,automatic
autocorrelation,autocorrelation,www.merriam-webster.com,automatic
timescales,timescales,www.merriam-webster.com,automatic
non-monotonic,non-monotonic,personal,manual
takeaways,takeaways,www.merriam-webster.com,automatic
timescale,timescale,www.merriam-webster.com,automatic
symmetric,symmetric,www.merriam-webster.com,automatic
fine-tune,fine-tune,www.merriam-webster.com,automatic
bioinspired,bioinspired,www.merriam-webster.com,automatic
cilia,cilia,www.merriam-webster.com,automatic
close-up,close-up,www.merriam-webster.com,automatic
non-reciprocal,nonreciprocal,www.merriam-webster.com,automatic
co-rotating,corotating,www.merriam-webster.com,automatic
non-reciprocity,nonreciprocity,www.merriam-webster.com,automatic
nonreciprocity,nonreciprocity,www.merriam-webster.com,automatic
cofactor,cofactor,www.merriam-webster.com,automatic
cliche,cliche,www.merriam-webster.com,automatic
freestanding,freestanding,www.merriam-webster.com,automatic
Gothic,Gothic,www.merriam-webster.com,automatic
greenhouses,greenhouses,www.merriam-webster.com,automatic
frost-line,frost line,www.merriam-webster.com,automatic
sidewall,sidewall,www.merriam-webster.com,automatic
trough,trough,www.merriam-webster.com,automatic
rainwater,rainwater,www.merriam-webster.com,automatic
in-wall,inwall,www.merriam-webster.com,automatic
inwall,inwall,www.merriam-webster.com,automatic
eave,eave,www.merriam-webster.com,automatic
truss,truss,www.merriam-webster.com,automatic
purlin,purlin,www.merriam-webster.com,automatic
sash,sash,www.merriam-webster.com,automatic
headhouse,headhouse,www.merriam-webster.com,automatic
non-growing,nongrowing,www.merriam-webster.com,automatic
alongside,alongside,www.merriam-webster.com,automatic
multiwall,multiwall,www.merriam-webster.com,automatic
corrugated,corrugated,www.merriam-webster.com,automatic
micro-level,microlevel,www.merriam-webster.com,automatic
zig-zag,zigzag,www.merriam-webster.com,automatic
anti-condensate,anti-condensate,personal,manual
ridgeline,ridgeline,www.merriam-webster.com,automatic
arrange,arrange,www.merriam-webster.com,automatic
dados,dados,www.merriam-webster.com,automatic
dado,dado,www.merriam-webster.com,automatic
pre-defines,predefines,personal,manual
Voxel,voxel,www.merriam-webster.com,automatic
voxel,voxel,www.merriam-webster.com,automatic
snowplow,snowplow,www.merriam-webster.com,automatic
probably,probably,www.merriam-webster.com,automatic
401(k),401(k),www.merriam-webster.com,automatic
self-aware,self-aware,www.merriam-webster.com,automatic
four-wheelers,four-wheelers,www.merriam-webster.com,automatic
citywide,citywide,www.merriam-webster.com,automatic
co-author,coauthor,www.merriam-webster.com,automatic
proteomics,proteomics,www.merriam-webster.com,automatic
non-regulatory,nonregulatory,www.merriam-webster.com,automatic
bycatch,bycatch,www.merriam-webster.com,automatic
biomaterial,biomaterial,www.merriam-webster.com,automatic
alliance,alliance,www.merriam-webster.com,automatic
non-profit,nonprofit,www.merriam-webster.com,automatic
non-governmental,nongovernmental,www.merriam-webster.com,automatic
prospection,prospection,www.merriam-webster.com,automatic
co-create,cocreate,www.merriam-webster.com,automatic
caret,caret,www.merriam-webster.com,automatic
Wi-Fi,Wi-Fi,www.merriam-webster.com,automatic
trojan,Trojan,www.merriam-webster.com,automatic
indiarubber,india rubber,www.merriam-webster.com,automatic
nightdress,nightdress,www.merriam-webster.com,automatic
bourgeois,bourgeois,www.merriam-webster.com,automatic
re-experience,reexperience,www.merriam-webster.com,automatic
reexperience,reexperience,www.merriam-webster.com,automatic
cafes,cafes,www.merriam-webster.com,automatic
wild life,wildlife,www.merriam-webster.com,automatic
rambutan,rambutan,www.merriam-webster.com,automatic
kris,kris,www.merriam-webster.com,automatic
krises,krises,www.merriam-webster.com,automatic
malay,Malay,www.merriam-webster.com,automatic
preen,preen,www.merriam-webster.com,automatic
9-to-5,nine-to-five,www.merriam-webster.com,automatic
Zeppelin,zeppelin,www.merriam-webster.com,automatic
